TIMESLICE,DAILYTIMEBRACKET,VALUE
m8_d4_t9,12,0
m8_d4_t10,12,0
m8_d4_t11,12,0
m8_d4_t12,12,1
m8_d4_t13,12,0
m8_d4_t14,12,0
m8_d4_t15,12,0
m8_d4_t16,12,0
m8_d4_t17,12,0
m8_d4_t18,12,0
m8_d4_t19,12,0
m8_d4_t20,12,0
m8_d4_t21,12,0
m8_d4_t22,12,0
m8_d4_t23,12,0
m8_d4_t24,12,0
m8_d5_t1,12,0
m8_d5_t2,12,0
m8_d5_t3,12,0
m8_d5_t4,12,0
m8_d5_t5,12,0
m8_d5_t6,12,0
m8_d5_t7,12,0
m8_d5_t8,12,0
m8_d5_t9,12,0
m8_d5_t10,12,0
m8_d5_t11,12,0
m8_d5_t12,12,1
m8_d5_t13,12,0
m8_d5_t14,12,0
m8_d5_t15,12,0
m8_d5_t16,12,0
m8_d5_t17,12,0
m8_d5_t18,12,0
m8_d5_t19,12,0
m8_d5_t20,12,0
m8_d5_t21,12,0
m8_d5_t22,12,0
m8_d5_t23,12,0
m8_d5_t24,12,0
m9_d1_t1,12,0
m9_d1_t2,12,0
m9_d1_t3,12,0
m9_d1_t4,12,0
m9_d1_t5,12,0
m9_d1_t6,12,0
m9_d1_t7,12,0
m9_d1_t8,12,0
m9_d1_t9,12,0
m9_d1_t10,12,0
m9_d1_t11,12,0
m9_d1_t12,12,1
m9_d1_t13,12,0
m9_d1_t14,12,0
m9_d1_t15,12,0
m9_d1_t16,12,0
m9_d1_t17,12,0
m9_d1_t18,12,0
m9_d1_t19,12,0
m9_d1_t20,12,0
m9_d1_t21,12,0
m9_d1_t22,12,0
m9_d1_t23,12,0
m9_d1_t24,12,0
m9_d2_t1,12,0
m9_d2_t2,12,0
m9_d2_t3,12,0
m9_d2_t4,12,0
m9_d2_t5,12,0
m9_d2_t6,12,0
m9_d2_t7,12,0
m9_d2_t8,12,0
m9_d2_t9,12,0
m9_d2_t10,12,0
m9_d2_t11,12,0
m9_d2_t12,12,1
m9_d2_t13,12,0
m9_d2_t14,12,0
m9_d2_t15,12,0
m9_d2_t16,12,0
m9_d2_t17,12,0
m9_d2_t18,12,0
m9_d2_t19,12,0
m9_d2_t20,12,0
m9_d2_t21,12,0
m9_d2_t22,12,0
m9_d2_t23,12,0
m9_d2_t24,12,0
m9_d3_t1,12,0
m9_d3_t2,12,0
m9_d3_t3,12,0
m9_d3_t4,12,0
m9_d3_t5,12,0
m9_d3_t6,12,0
m9_d3_t7,12,0
m9_d3_t8,12,0
m9_d3_t9,12,0
m9_d3_t10,12,0
m9_d3_t11,12,0
m9_d3_t12,12,1
m9_d3_t13,12,0
m9_d3_t14,12,0
m9_d3_t15,12,0
m9_d3_t16,12,0
m9_d3_t17,12,0
m9_d3_t18,12,0
m9_d3_t19,12,0
m9_d3_t20,12,0
m9_d3_t21,12,0
m9_d3_t22,12,0
m9_d3_t23,12,0
m9_d3_t24,12,0
m9_d4_t1,12,0
m9_d4_t2,12,0
m9_d4_t3,12,0
m9_d4_t4,12,0
m9_d4_t5,12,0
m9_d4_t6,12,0
m9_d4_t7,12,0
m9_d4_t8,12,0
m9_d4_t9,12,0
m9_d4_t10,12,0
m9_d4_t11,12,0
m9_d4_t12,12,1
m9_d4_t13,12,0
m9_d4_t14,12,0
m9_d4_t15,12,0
m9_d4_t16,12,0
m9_d4_t17,12,0
m9_d4_t18,12,0
m9_d4_t19,12,0
m9_d4_t20,12,0
m9_d4_t21,12,0
m9_d4_t22,12,0
m9_d4_t23,12,0
m9_d4_t24,12,0
m9_d5_t1,12,0
m9_d5_t2,12,0
m9_d5_t3,12,0
m9_d5_t4,12,0
m9_d5_t5,12,0
m9_d5_t6,12,0
m9_d5_t7,12,0
m9_d5_t8,12,0
m9_d5_t9,12,0
m9_d5_t10,12,0
m9_d5_t11,12,0
m9_d5_t12,12,1
m9_d5_t13,12,0
m9_d5_t14,12,0
m9_d5_t15,12,0
m9_d5_t16,12,0
m9_d5_t17,12,0
m9_d5_t18,12,0
m9_d5_t19,12,0
m9_d5_t20,12,0
m9_d5_t21,12,0
m9_d5_t22,12,0
m9_d5_t23,12,0
m9_d5_t24,12,0
m10_d1_t1,12,0
m10_d1_t2,12,0
m10_d1_t3,12,0
m10_d1_t4,12,0
m10_d1_t5,12,0
m10_d1_t6,12,0
m10_d1_t7,12,0
m10_d1_t8,12,0
m10_d1_t9,12,0
m10_d1_t10,12,0
m10_d1_t11,12,0
m10_d1_t12,12,1
m10_d1_t13,12,0
m10_d1_t14,12,0
m10_d1_t15,12,0
m10_d1_t16,12,0
m10_d1_t17,12,0
m10_d1_t18,12,0
m10_d1_t19,12,0
m10_d1_t20,12,0
m10_d1_t21,12,0
m10_d1_t22,12,0
m10_d1_t23,12,0
m10_d1_t24,12,0
m10_d2_t1,12,0
m10_d2_t2,12,0
m10_d2_t3,12,0
m10_d2_t4,12,0
m10_d2_t5,12,0
m10_d2_t6,12,0
m10_d2_t7,12,0
m10_d2_t8,12,0
m10_d2_t9,12,0
m10_d2_t10,12,0
m10_d2_t11,12,0
m10_d2_t12,12,1
m10_d2_t13,12,0
m10_d2_t14,12,0
m10_d2_t15,12,0
m10_d2_t16,12,0
m10_d2_t17,12,0
m10_d2_t18,12,0
m10_d2_t19,12,0
m10_d2_t20,12,0
m10_d2_t21,12,0
m10_d2_t22,12,0
m10_d2_t23,12,0
m10_d2_t24,12,0
m10_d3_t1,12,0
m10_d3_t2,12,0
m10_d3_t3,12,0
m10_d3_t4,12,0
m10_d3_t5,12,0
m10_d3_t6,12,0
m10_d3_t7,12,0
m10_d3_t8,12,0
m10_d3_t9,12,0
m10_d3_t10,12,0
m10_d3_t11,12,0
m10_d3_t12,12,1
m10_d3_t13,12,0
m10_d3_t14,12,0
m10_d3_t15,12,0
m10_d3_t16,12,0
m10_d3_t17,12,0
m10_d3_t18,12,0
m10_d3_t19,12,0
m10_d3_t20,12,0
m10_d3_t21,12,0
m10_d3_t22,12,0
m10_d3_t23,12,0
m10_d3_t24,12,0
m10_d4_t1,12,0
m10_d4_t2,12,0
m10_d4_t3,12,0
m10_d4_t4,12,0
m10_d4_t5,12,0
m10_d4_t6,12,0
m10_d4_t7,12,0
m10_d4_t8,12,0
m10_d4_t9,12,0
m10_d4_t10,12,0
m10_d4_t11,12,0
m10_d4_t12,12,1
m10_d4_t13,12,0
m10_d4_t14,12,0
m10_d4_t15,12,0
m10_d4_t16,12,0
m10_d4_t17,12,0
m10_d4_t18,12,0
m10_d4_t19,12,0
m10_d4_t20,12,0
m10_d4_t21,12,0
m10_d4_t22,12,0
m10_d4_t23,12,0
m10_d4_t24,12,0
m10_d5_t1,12,0
m10_d5_t2,12,0
m10_d5_t3,12,0
m10_d5_t4,12,0
m10_d5_t5,12,0
m10_d5_t6,12,0
m10_d5_t7,12,0
m10_d5_t8,12,0
m10_d5_t9,12,0
m10_d5_t10,12,0
m10_d5_t11,12,0
m10_d5_t12,12,1
m10_d5_t13,12,0
m10_d5_t14,12,0
m10_d5_t15,12,0
m10_d5_t16,12,0
m10_d5_t17,12,0
m10_d5_t18,12,0
m10_d5_t19,12,0
m10_d5_t20,12,0
m10_d5_t21,12,0
m10_d5_t22,12,0
m10_d5_t23,12,0
m10_d5_t24,12,0
m11_d1_t1,12,0
m11_d1_t2,12,0
m11_d1_t3,12,0
m11_d1_t4,12,0
m11_d1_t5,12,0
m11_d1_t6,12,0
m11_d1_t7,12,0
m11_d1_t8,12,0
m11_d1_t9,12,0
m11_d1_t10,12,0
m11_d1_t11,12,0
m11_d1_t12,12,1
m11_d1_t13,12,0
m11_d1_t14,12,0
m11_d1_t15,12,0
m11_d1_t16,12,0
m11_d1_t17,12,0
m11_d1_t18,12,0
m11_d1_t19,12,0
m11_d1_t20,12,0
m11_d1_t21,12,0
m11_d1_t22,12,0
m11_d1_t23,12,0
m11_d1_t24,12,0
m11_d2_t1,12,0
m11_d2_t2,12,0
m11_d2_t3,12,0
m11_d2_t4,12,0
m11_d2_t5,12,0
m11_d2_t6,12,0
m11_d2_t7,12,0
m11_d2_t8,12,0
m11_d2_t9,12,0
m11_d2_t10,12,0
m11_d2_t11,12,0
m11_d2_t12,12,1
m11_d2_t13,12,0
m11_d2_t14,12,0
m11_d2_t15,12,0
m11_d2_t16,12,0
m11_d2_t17,12,0
m11_d2_t18,12,0
m11_d2_t19,12,0
m11_d2_t20,12,0
m11_d2_t21,12,0
m11_d2_t22,12,0
m11_d2_t23,12,0
m11_d2_t24,12,0
m11_d3_t1,12,0
m11_d3_t2,12,0
m11_d3_t3,12,0
m11_d3_t4,12,0
m11_d3_t5,12,0
m11_d3_t6,12,0
m11_d3_t7,12,0
m11_d3_t8,12,0
m11_d3_t9,12,0
m11_d3_t10,12,0
m11_d3_t11,12,0
m11_d3_t12,12,1
m11_d3_t13,12,0
m11_d3_t14,12,0
m11_d3_t15,12,0
m11_d3_t16,12,0
m11_d3_t17,12,0
m11_d3_t18,12,0
m11_d3_t19,12,0
m11_d3_t20,12,0
m11_d3_t21,12,0
m11_d3_t22,12,0
m11_d3_t23,12,0
m11_d3_t24,12,0
m11_d4_t1,12,0
m11_d4_t2,12,0
m11_d4_t3,12,0
m11_d4_t4,12,0
m11_d4_t5,12,0
m11_d4_t6,12,0
m11_d4_t7,12,0
m11_d4_t8,12,0
m11_d4_t9,12,0
m11_d4_t10,12,0
m11_d4_t11,12,0
m11_d4_t12,12,1
m11_d4_t13,12,0
m11_d4_t14,12,0
m11_d4_t15,12,0
m11_d4_t16,12,0
m11_d4_t17,12,0
m11_d4_t18,12,0
m11_d4_t19,12,0
m11_d4_t20,12,0
m11_d4_t21,12,0
m11_d4_t22,12,0
m11_d4_t23,12,0
m11_d4_t24,12,0
m11_d5_t1,12,0
m11_d5_t2,12,0
m11_d5_t3,12,0
m11_d5_t4,12,0
m11_d5_t5,12,0
m11_d5_t6,12,0
m11_d5_t7,12,0
m11_d5_t8,12,0
m11_d5_t9,12,0
m11_d5_t10,12,0
m11_d5_t11,12,0
m11_d5_t12,12,1
m11_d5_t13,12,0
m11_d5_t14,12,0
m11_d5_t15,12,0
m11_d5_t16,12,0
m11_d5_t17,12,0
m11_d5_t18,12,0
m11_d5_t19,12,0
m11_d5_t20,12,0
m11_d5_t21,12,0
m11_d5_t22,12,0
m11_d5_t23,12,0
m11_d5_t24,12,0
m12_d1_t1,12,0
m12_d1_t2,12,0
m12_d1_t3,12,0
m12_d1_t4,12,0
m12_d1_t5,12,0
m12_d1_t6,12,0
m12_d1_t7,12,0
m12_d1_t8,12,0
m12_d1_t9,12,0
m12_d1_t10,12,0
m12_d1_t11,12,0
m12_d1_t12,12,1
m12_d1_t13,12,0
m12_d1_t14,12,0
m12_d1_t15,12,0
m12_d1_t16,12,0
m12_d1_t17,12,0
m12_d1_t18,12,0
m12_d1_t19,12,0
m12_d1_t20,12,0
m12_d1_t21,12,0
m12_d1_t22,12,0
m12_d1_t23,12,0
m12_d1_t24,12,0
m12_d2_t1,12,0
m12_d2_t2,12,0
m12_d2_t3,12,0
m12_d2_t4,12,0
m12_d2_t5,12,0
m12_d2_t6,12,0
m12_d2_t7,12,0
m12_d2_t8,12,0
m12_d2_t9,12,0
m12_d2_t10,12,0
m12_d2_t11,12,0
m12_d2_t12,12,1
m12_d2_t13,12,0
m12_d2_t14,12,0
m12_d2_t15,12,0
m12_d2_t16,12,0
m12_d2_t17,12,0
m12_d2_t18,12,0
m12_d2_t19,12,0
m12_d2_t20,12,0
m12_d2_t21,12,0
m12_d2_t22,12,0
m12_d2_t23,12,0
m12_d2_t24,12,0
m12_d3_t1,12,0
m12_d3_t2,12,0
m12_d3_t3,12,0
m12_d3_t4,12,0
m12_d3_t5,12,0
m12_d3_t6,12,0
m12_d3_t7,12,0
m12_d3_t8,12,0
m12_d3_t9,12,0
m12_d3_t10,12,0
m12_d3_t11,12,0
m12_d3_t12,12,1
m12_d3_t13,12,0
m12_d3_t14,12,0
m12_d3_t15,12,0
m12_d3_t16,12,0
m12_d3_t17,12,0
m12_d3_t18,12,0
m12_d3_t19,12,0
m12_d3_t20,12,0
m12_d3_t21,12,0
m12_d3_t22,12,0
m12_d3_t23,12,0
m12_d3_t24,12,0
m12_d4_t1,12,0
m12_d4_t2,12,0
m12_d4_t3,12,0
m12_d4_t4,12,0
m12_d4_t5,12,0
m12_d4_t6,12,0
m12_d4_t7,12,0
m12_d4_t8,12,0
m12_d4_t9,12,0
m12_d4_t10,12,0
m12_d4_t11,12,0
m12_d4_t12,12,1
m12_d4_t13,12,0
m12_d4_t14,12,0
m12_d4_t15,12,0
m12_d4_t16,12,0
m12_d4_t17,12,0
m12_d4_t18,12,0
m12_d4_t19,12,0
m12_d4_t20,12,0
m12_d4_t21,12,0
m12_d4_t22,12,0
m12_d4_t23,12,0
m12_d4_t24,12,0
m12_d5_t1,12,0
m12_d5_t2,12,0
m12_d5_t3,12,0
m12_d5_t4,12,0
m12_d5_t5,12,0
m12_d5_t6,12,0
m12_d5_t7,12,0
m12_d5_t8,12,0
m12_d5_t9,12,0
m12_d5_t10,12,0
m12_d5_t11,12,0
m12_d5_t12,12,1
m12_d5_t13,12,0
m12_d5_t14,12,0
m12_d5_t15,12,0
m12_d5_t16,12,0
m12_d5_t17,12,0
m12_d5_t18,12,0
m12_d5_t19,12,0
m12_d5_t20,12,0
m12_d5_t21,12,0
m12_d5_t22,12,0
m12_d5_t23,12,0
m12_d5_t24,12,0
m1_d1_t1,13,0
m1_d1_t2,13,0
m1_d1_t3,13,0
m1_d1_t4,13,0
m1_d1_t5,13,0
m1_d1_t6,13,0
m1_d1_t7,13,0
m1_d1_t8,13,0
m1_d1_t9,13,0
m1_d1_t10,13,0
m1_d1_t11,13,0
m1_d1_t12,13,0
m1_d1_t13,13,1
m1_d1_t14,13,0
m1_d1_t15,13,0
m1_d1_t16,13,0
m1_d1_t17,13,0
m1_d1_t18,13,0
m1_d1_t19,13,0
m1_d1_t20,13,0
m1_d1_t21,13,0
m1_d1_t22,13,0
m1_d1_t23,13,0
m1_d1_t24,13,0
m1_d2_t1,13,0
m1_d2_t2,13,0
m1_d2_t3,13,0
m1_d2_t4,13,0
m1_d2_t5,13,0
m1_d2_t6,13,0
m1_d2_t7,13,0
m1_d2_t8,13,0
m1_d2_t9,13,0
m1_d2_t10,13,0
m1_d2_t11,13,0
m1_d2_t12,13,0
m1_d2_t13,13,1
m1_d2_t14,13,0
m1_d2_t15,13,0
m1_d2_t16,13,0
m1_d2_t17,13,0
m1_d2_t18,13,0
m1_d2_t19,13,0
m1_d2_t20,13,0
m1_d2_t21,13,0
m1_d2_t22,13,0
m1_d2_t23,13,0
m1_d2_t24,13,0
m1_d3_t1,13,0
m1_d3_t2,13,0
m1_d3_t3,13,0
m1_d3_t4,13,0
m1_d3_t5,13,0
m1_d3_t6,13,0
m1_d3_t7,13,0
m1_d3_t8,13,0
m1_d3_t9,13,0
m1_d3_t10,13,0
m1_d3_t11,13,0
m1_d3_t12,13,0
m1_d3_t13,13,1
m1_d3_t14,13,0
m1_d3_t15,13,0
m1_d3_t16,13,0
m1_d3_t17,13,0
m1_d3_t18,13,0
m1_d3_t19,13,0
m1_d3_t20,13,0
m1_d3_t21,13,0
m1_d3_t22,13,0
m1_d3_t23,13,0
m1_d3_t24,13,0
m1_d4_t1,13,0
m1_d4_t2,13,0
m1_d4_t3,13,0
m1_d4_t4,13,0
m1_d4_t5,13,0
m1_d4_t6,13,0
m1_d4_t7,13,0
m1_d4_t8,13,0
m1_d4_t9,13,0
m1_d4_t10,13,0
m1_d4_t11,13,0
m1_d4_t12,13,0
m1_d4_t13,13,1
m1_d4_t14,13,0
m1_d4_t15,13,0
m1_d4_t16,13,0
m1_d4_t17,13,0
m1_d4_t18,13,0
m1_d4_t19,13,0
m1_d4_t20,13,0
m1_d4_t21,13,0
m1_d4_t22,13,0
m1_d4_t23,13,0
m1_d4_t24,13,0
m1_d5_t1,13,0
m1_d5_t2,13,0
m1_d5_t3,13,0
m1_d5_t4,13,0
m1_d5_t5,13,0
m1_d5_t6,13,0
m1_d5_t7,13,0
m1_d5_t8,13,0
m1_d5_t9,13,0
m1_d5_t10,13,0
m1_d5_t11,13,0
m1_d5_t12,13,0
m1_d5_t13,13,1
m1_d5_t14,13,0
m1_d5_t15,13,0
m1_d5_t16,13,0
m1_d5_t17,13,0
m1_d5_t18,13,0
m1_d5_t19,13,0
m1_d5_t20,13,0
m1_d5_t21,13,0
m1_d5_t22,13,0
m1_d5_t23,13,0
m1_d5_t24,13,0
m2_d1_t1,13,0
m2_d1_t2,13,0
m2_d1_t3,13,0
m2_d1_t4,13,0
m2_d1_t5,13,0
m2_d1_t6,13,0
m2_d1_t7,13,0
m2_d1_t8,13,0
m2_d1_t9,13,0
m2_d1_t10,13,0
m2_d1_t11,13,0
m2_d1_t12,13,0
m2_d1_t13,13,1
m2_d1_t14,13,0
m2_d1_t15,13,0
m2_d1_t16,13,0
m2_d1_t17,13,0
m2_d1_t18,13,0
m2_d1_t19,13,0
m2_d1_t20,13,0
m2_d1_t21,13,0
m2_d1_t22,13,0
m2_d1_t23,13,0
m2_d1_t24,13,0
m2_d2_t1,13,0
m2_d2_t2,13,0
m2_d2_t3,13,0
m2_d2_t4,13,0
m2_d2_t5,13,0
m2_d2_t6,13,0
m2_d2_t7,13,0
m2_d2_t8,13,0
m2_d2_t9,13,0
m2_d2_t10,13,0
m2_d2_t11,13,0
m2_d2_t12,13,0
m2_d2_t13,13,1
m2_d2_t14,13,0
m2_d2_t15,13,0
m2_d2_t16,13,0
m2_d2_t17,13,0
m2_d2_t18,13,0
m2_d2_t19,13,0
m2_d2_t20,13,0
m2_d2_t21,13,0
m2_d2_t22,13,0
m2_d2_t23,13,0
m2_d2_t24,13,0
m2_d3_t1,13,0
m2_d3_t2,13,0
m2_d3_t3,13,0
m2_d3_t4,13,0
m2_d3_t5,13,0
m2_d3_t6,13,0
m2_d3_t7,13,0
m2_d3_t8,13,0
m2_d3_t9,13,0
m2_d3_t10,13,0
m2_d3_t11,13,0
m2_d3_t12,13,0
m2_d3_t13,13,1
m2_d3_t14,13,0
m2_d3_t15,13,0
m2_d3_t16,13,0
m2_d3_t17,13,0
m2_d3_t18,13,0
m2_d3_t19,13,0
m2_d3_t20,13,0
m2_d3_t21,13,0
m2_d3_t22,13,0
m2_d3_t23,13,0
m2_d3_t24,13,0
m2_d4_t1,13,0
m2_d4_t2,13,0
m2_d4_t3,13,0
m2_d4_t4,13,0
m2_d4_t5,13,0
m2_d4_t6,13,0
m2_d4_t7,13,0
m2_d4_t8,13,0
m2_d4_t9,13,0
m2_d4_t10,13,0
m2_d4_t11,13,0
m2_d4_t12,13,0
m2_d4_t13,13,1
m2_d4_t14,13,0
m2_d4_t15,13,0
m2_d4_t16,13,0
m2_d4_t17,13,0
m2_d4_t18,13,0
m2_d4_t19,13,0
m2_d4_t20,13,0
m2_d4_t21,13,0
m2_d4_t22,13,0
m2_d4_t23,13,0
m2_d4_t24,13,0
m2_d5_t1,13,0
m2_d5_t2,13,0
m2_d5_t3,13,0
m2_d5_t4,13,0
m2_d5_t5,13,0
m2_d5_t6,13,0
m2_d5_t7,13,0
m2_d5_t8,13,0
m2_d5_t9,13,0
m2_d5_t10,13,0
m2_d5_t11,13,0
m2_d5_t12,13,0
m2_d5_t13,13,1
m2_d5_t14,13,0
m2_d5_t15,13,0
m2_d5_t16,13,0
m2_d5_t17,13,0
m2_d5_t18,13,0
m2_d5_t19,13,0
m2_d5_t20,13,0
m2_d5_t21,13,0
m2_d5_t22,13,0
m2_d5_t23,13,0
m2_d5_t24,13,0
m3_d1_t1,13,0
m3_d1_t2,13,0
m3_d1_t3,13,0
m3_d1_t4,13,0
m3_d1_t5,13,0
m3_d1_t6,13,0
m3_d1_t7,13,0
m3_d1_t8,13,0
m3_d1_t9,13,0
m3_d1_t10,13,0
m3_d1_t11,13,0
m3_d1_t12,13,0
m3_d1_t13,13,1
m3_d1_t14,13,0
m3_d1_t15,13,0
m3_d1_t16,13,0
m3_d1_t17,13,0
m3_d1_t18,13,0
m3_d1_t19,13,0
m3_d1_t20,13,0
m3_d1_t21,13,0
m3_d1_t22,13,0
m3_d1_t23,13,0
m3_d1_t24,13,0
m3_d2_t1,13,0
m3_d2_t2,13,0
m3_d2_t3,13,0
m3_d2_t4,13,0
m3_d2_t5,13,0
m3_d2_t6,13,0
m3_d2_t7,13,0
m3_d2_t8,13,0
m3_d2_t9,13,0
m3_d2_t10,13,0
m3_d2_t11,13,0
m3_d2_t12,13,0
m3_d2_t13,13,1
m3_d2_t14,13,0
m3_d2_t15,13,0
m3_d2_t16,13,0
m3_d2_t17,13,0
m3_d2_t18,13,0
m3_d2_t19,13,0
m3_d2_t20,13,0
m3_d2_t21,13,0
m3_d2_t22,13,0
m3_d2_t23,13,0
m3_d2_t24,13,0
m3_d3_t1,13,0
m3_d3_t2,13,0
m3_d3_t3,13,0
m3_d3_t4,13,0
m3_d3_t5,13,0
m3_d3_t6,13,0
m3_d3_t7,13,0
m3_d3_t8,13,0
m3_d3_t9,13,0
m3_d3_t10,13,0
m3_d3_t11,13,0
m3_d3_t12,13,0
m3_d3_t13,13,1
m3_d3_t14,13,0
m3_d3_t15,13,0
m3_d3_t16,13,0
m3_d3_t17,13,0
m3_d3_t18,13,0
m3_d3_t19,13,0
m3_d3_t20,13,0
m3_d3_t21,13,0
m3_d3_t22,13,0
m3_d3_t23,13,0
m3_d3_t24,13,0
m3_d4_t1,13,0
m3_d4_t2,13,0
m3_d4_t3,13,0
m3_d4_t4,13,0
m3_d4_t5,13,0
m3_d4_t6,13,0
m3_d4_t7,13,0
m3_d4_t8,13,0
m3_d4_t9,13,0
m3_d4_t10,13,0
m3_d4_t11,13,0
m3_d4_t12,13,0
m3_d4_t13,13,1
m3_d4_t14,13,0
m3_d4_t15,13,0
m3_d4_t16,13,0
m3_d4_t17,13,0
m3_d4_t18,13,0
m3_d4_t19,13,0
m3_d4_t20,13,0
m3_d4_t21,13,0
m3_d4_t22,13,0
m3_d4_t23,13,0
m3_d4_t24,13,0
m3_d5_t1,13,0
m3_d5_t2,13,0
m3_d5_t3,13,0
m3_d5_t4,13,0
m3_d5_t5,13,0
m3_d5_t6,13,0
m3_d5_t7,13,0
m3_d5_t8,13,0
m3_d5_t9,13,0
m3_d5_t10,13,0
m3_d5_t11,13,0
m3_d5_t12,13,0
m3_d5_t13,13,1
m3_d5_t14,13,0
m3_d5_t15,13,0
m3_d5_t16,13,0
m3_d5_t17,13,0
m3_d5_t18,13,0
m3_d5_t19,13,0
m3_d5_t20,13,0
m3_d5_t21,13,0
m3_d5_t22,13,0
m3_d5_t23,13,0
m3_d5_t24,13,0
m4_d1_t1,13,0
m4_d1_t2,13,0
m4_d1_t3,13,0
m4_d1_t4,13,0
m4_d1_t5,13,0
m4_d1_t6,13,0
m4_d1_t7,13,0
m4_d1_t8,13,0
m4_d1_t9,13,0
m4_d1_t10,13,0
m4_d1_t11,13,0
m4_d1_t12,13,0
m4_d1_t13,13,1
m4_d1_t14,13,0
m4_d1_t15,13,0
m4_d1_t16,13,0
m4_d1_t17,13,0
m4_d1_t18,13,0
m4_d1_t19,13,0
m4_d1_t20,13,0
m4_d1_t21,13,0
m4_d1_t22,13,0
m4_d1_t23,13,0
m4_d1_t24,13,0
m4_d2_t1,13,0
m4_d2_t2,13,0
m4_d2_t3,13,0
m4_d2_t4,13,0
m4_d2_t5,13,0
m4_d2_t6,13,0
m4_d2_t7,13,0
m4_d2_t8,13,0
m4_d2_t9,13,0
m4_d2_t10,13,0
m4_d2_t11,13,0
m4_d2_t12,13,0
m4_d2_t13,13,1
m4_d2_t14,13,0
m4_d2_t15,13,0
m4_d2_t16,13,0
m4_d2_t17,13,0
m4_d2_t18,13,0
m4_d2_t19,13,0
m4_d2_t20,13,0
m4_d2_t21,13,0
m4_d2_t22,13,0
m4_d2_t23,13,0
m4_d2_t24,13,0
m4_d3_t1,13,0
m4_d3_t2,13,0
m4_d3_t3,13,0
m4_d3_t4,13,0
m4_d3_t5,13,0
m4_d3_t6,13,0
m4_d3_t7,13,0
m4_d3_t8,13,0
m4_d3_t9,13,0
m4_d3_t10,13,0
m4_d3_t11,13,0
m4_d3_t12,13,0
m4_d3_t13,13,1
m4_d3_t14,13,0
m4_d3_t15,13,0
m4_d3_t16,13,0
m4_d3_t17,13,0
m4_d3_t18,13,0
m4_d3_t19,13,0
m4_d3_t20,13,0
m4_d3_t21,13,0
m4_d3_t22,13,0
m4_d3_t23,13,0
m4_d3_t24,13,0
m4_d4_t1,13,0
m4_d4_t2,13,0
m4_d4_t3,13,0
m4_d4_t4,13,0
m4_d4_t5,13,0
m4_d4_t6,13,0
m4_d4_t7,13,0
m4_d4_t8,13,0
m4_d4_t9,13,0
m4_d4_t10,13,0
m4_d4_t11,13,0
m4_d4_t12,13,0
m4_d4_t13,13,1
m4_d4_t14,13,0
m4_d4_t15,13,0
m4_d4_t16,13,0
m4_d4_t17,13,0
m4_d4_t18,13,0
m4_d4_t19,13,0
m4_d4_t20,13,0
m4_d4_t21,13,0
m4_d4_t22,13,0
m4_d4_t23,13,0
m4_d4_t24,13,0
m4_d5_t1,13,0
m4_d5_t2,13,0
m4_d5_t3,13,0
m4_d5_t4,13,0
m4_d5_t5,13,0
m4_d5_t6,13,0
m4_d5_t7,13,0
m4_d5_t8,13,0
m4_d5_t9,13,0
m4_d5_t10,13,0
m4_d5_t11,13,0
m4_d5_t12,13,0
m4_d5_t13,13,1
m4_d5_t14,13,0
m4_d5_t15,13,0
m4_d5_t16,13,0
m4_d5_t17,13,0
m4_d5_t18,13,0
m4_d5_t19,13,0
m4_d5_t20,13,0
m4_d5_t21,13,0
m4_d5_t22,13,0
m4_d5_t23,13,0
m4_d5_t24,13,0
m5_d1_t1,13,0
m5_d1_t2,13,0
m5_d1_t3,13,0
m5_d1_t4,13,0
m5_d1_t5,13,0
m5_d1_t6,13,0
m5_d1_t7,13,0
m5_d1_t8,13,0
m5_d1_t9,13,0
m5_d1_t10,13,0
m5_d1_t11,13,0
m5_d1_t12,13,0
m5_d1_t13,13,1
m5_d1_t14,13,0
m5_d1_t15,13,0
m5_d1_t16,13,0
m5_d1_t17,13,0
m5_d1_t18,13,0
m5_d1_t19,13,0
m5_d1_t20,13,0
m5_d1_t21,13,0
m5_d1_t22,13,0
m5_d1_t23,13,0
m5_d1_t24,13,0
m5_d2_t1,13,0
m5_d2_t2,13,0
m5_d2_t3,13,0
m5_d2_t4,13,0
m5_d2_t5,13,0
m5_d2_t6,13,0
m5_d2_t7,13,0
m5_d2_t8,13,0
m5_d2_t9,13,0
m5_d2_t10,13,0
m5_d2_t11,13,0
m5_d2_t12,13,0
m5_d2_t13,13,1
m5_d2_t14,13,0
m5_d2_t15,13,0
m5_d2_t16,13,0
m5_d2_t17,13,0
m5_d2_t18,13,0
m5_d2_t19,13,0
m5_d2_t20,13,0
m5_d2_t21,13,0
m5_d2_t22,13,0
m5_d2_t23,13,0
m5_d2_t24,13,0
m5_d3_t1,13,0
m5_d3_t2,13,0
m5_d3_t3,13,0
m5_d3_t4,13,0
m5_d3_t5,13,0
m5_d3_t6,13,0
m5_d3_t7,13,0
m5_d3_t8,13,0
m5_d3_t9,13,0
m5_d3_t10,13,0
m5_d3_t11,13,0
m5_d3_t12,13,0
m5_d3_t13,13,1
m5_d3_t14,13,0
m5_d3_t15,13,0
m5_d3_t16,13,0
m5_d3_t17,13,0
m5_d3_t18,13,0
m5_d3_t19,13,0
m5_d3_t20,13,0
m5_d3_t21,13,0
m5_d3_t22,13,0
m5_d3_t23,13,0
m5_d3_t24,13,0
m5_d4_t1,13,0
m5_d4_t2,13,0
